Year,Month,Day,Inflow temperature [°C],Inflow pH [-],Inflow concentration of O2 [mg m-3],"*Suspended solids, water, unfiltered [mg m-3]","*Orthophosphate, water, filtered, as PO4 [mg m-3]","*Phosphorus, water, unfiltered, as phosphorus [mg m-3]","* Phosphorus, water, filtered, as phosphorus [mg m-3]","* Orthophosphate, water, filtered,  as phosphorus [mg m-3]",Inflow concentration of dissolved organic carbon (DOC) [mg m-3],Inflow concentration of dissolved inorganic carbon (DIC) [mg m-3],Inflow concentration of Ca2+ [mg m-3],Inflow concentration of SO4 [mg m-3],Inflow concentration of dissolved silica [mg m-3],"*Iron, suspended sediment, recoverable [mg m-3]","*Iron, water, unfiltered, recoverable [mg m-3]","*Iron, water, filtered [mg m-3]",Inflow concentration of aluminum (Al3+) [mg m-3],Inflow concentration of chlorophyll-a (Chla-P) [mg m-3],Inflow concentration of NH4 [mg m-3],Inflow concentration of NO3 [mg m-3]
1991,4,23,,,,,,523,,,,,,,,,,,,,,
1991,4,23,,,,,,490,,,,,,,,,,,,,,
1991,4,23,,,,,,438,,,,,,,,,,,,,,
1991,4,24,,,,,,388,,,,,,,,,,,,,,
1991,4,25,,,,,,391,,,,,,,,,,,,,,
1991,4,26,,,,,,363,,,,,,,,,,,,,,
1991,4,26,,,,,,,,,,,,,,,,,,,,
1991,4,27,,,,,,320,,,,,,,,,,,,,,
1991,4,28,,,,,,243,,,,,,,,,,,,,,
1991,4,29,,,,,,212,,,,,,,,,,,,,,
1991,4,29,,,,,,,,,,,,,,,,,,,,
1991,4,29,,,,,,257,,,,,,,,,,,,,,
1991,4,30,,,,,,321,,,,,,,,,,,,,,
1991,5,1,,,,,,219,,,,,,,,,,,,,,
1991,5,2,,,,,,211,,,,,,,,,,,,,,
1991,5,3,,,,,,195,,,,,,,,,,,,,,
1991,5,4,,,,,,185,,,,,,,,,,,,,,
1991,5,5,,,,,,281,,,,,,,,,,,,,,
1991,5,6,,,,,,230,,,,,,,,,,,,,,
1991,5,6,,,,,,,,,,,,,,,,,,,,
1991,5,6,,,,,,216,,,,,,,,,,,,,,
1991,5,7,,,,,,247,,,,,,,,,,,,,,
1991,5,8,,,,,,187,,,,,,,,,,,,,,
1991,5,9,,,,,,361,,,,,,,,,,,,,,
1991,5,10,,,,,,217,,,,,,,,,,,,,,
1991,5,10,,,,,,,,,,,,,,,,,,,,
1991,5,11,,,,,,179,,,,,,,,,,,,,,
1991,5,12,,,,,,220,,,,,,,,,,,,,,
1991,5,13,,,,,,214,,,,,,,,,,,,,,
1991,5,13,,,,,,,,,,,,,,,,,,,,
1991,5,20,,,,,,,,,,,,,,,,,,,,
1991,5,25,,,,,,,,,,,,,,,,,,,,
1991,5,26,,,,,,,,,,,,,,,,,,,,
1991,5,26,,,,,,,,,,,,,,,,,,,,
1991,5,26,,,,,,,,,,,,,,,,,,,,
1991,5,27,,,,,,,,,,,,,,,,,,,,
1991,5,27,,,,,,,,,,,,,,,,,,,,
1991,5,27,,,,,,357,,,,,,,,,,,,,,
1991,5,28,,,,,,293,,,,,,,,,,,,,,
1991,5,29,,,,,,226,,,,,,,,,,,,,,
1991,5,30,,,,,,198,,,,,,,,,,,,,,
1991,5,31,,,,,,364,,,,,,,,,,,,,,
1991,6,1,,,,,,684,,,,,,,,,,,,,,
1991,6,1,,,,,,1100,,,,,,,,,,,,,,
1991,6,1,,,,,,1150,,,,,,,,,,,,,,
1991,6,2,,,,,,1110,,,,,,,,,,,,,,
1991,6,2,,,,,,912,,,,,,,,,,,,,,
1991,6,2,,,,,,836,,,,,,,,,,,,,,
1991,6,3,,,,,,760,,,,,,,,,,,,,,
1991,6,3,,,,,,704,,,,,,,,,,,,,,
1991,6,3,,,,,,,,,,,,,,,,,,,,
1991,6,3,,,,,,628,,,,,,,,,,,,,,
1991,6,4,,,,,,589,,,,,,,,,,,,,,
1991,6,4,,,,,,561,,,,,,,,,,,,,,
1991,6,4,,,,,,490,,,,,,,,,,,,,,
1991,6,4,,,,,,,,,,,,,,,,,,,,
1991,6,5,,,,,,465,,,,,,,,,,,,,,
1991,6,5,,,,,,373,,,,,,,,,,,,,,
1991,6,5,,,,,,,,,,,,,,,,,,,,
1991,6,6,,,,,,343,,,,,,,,,,,,,,
1991,6,6,,,,,,,,,,,,,,,,,,,,
1991,6,7,,,,,,327,,,,,,,,,,,,,,
1991,6,7,,,,,,,,,,,,,,,,,,,,
1991,6,8,,,,,,307,,,,,,,,,,,,,,
1991,6,8,,,,,,,,,,,,,,,,,,,,
1991,6,9,,,,,,384,,,,,,,,,,,,,,
1991,6,9,,,,,,,,,,,,,,,,,,,,
1991,6,10,,,,,,292,,,,,,,,,,,,,,
1991,6,10,,,,,,,,,,,,,,,,,,,,
1991,6,10,,,,,,260,,,,,,,,,,,,,,
1991,6,11,,,,,,250,,,,,,,,,,,,,,
1991,6,12,,,,,,230,,,,,,,,,,,,,,
1991,6,13,,,,,,222,,,,,,,,,,,,,,
1991,6,14,,,,,,217,,,,,,,,,,,,,,
1991,6,14,,,,,,,,,,,,,,,,,,,,
1991,6,15,,,,,,225,,,,,,,,,,,,,,
1991,6,16,,,,,,204,,,,,,,,,,,,,,
1991,6,17,,,,,,191,,,,,,,,,,,,,,
1991,6,17,,,,,,,,,,,,,,,,,,,,
1991,6,17,,,,,,233,,,,,,,,,,,,,,
1991,6,18,,,,,,241,,,,,,,,,,,,,,
1991,6,19,27,8.9,10800,,153,100,50,50,,,74000,48000,8100,,,6,10,,13,30900
1991,6,19,,,,,,217,,,,,,,,,,,,,,
1991,6,20,,,,,,209,,,,,,,,,,,,,,
1991,6,21,,,,,,171,,,,,,,,,,,,,,
1991,6,21,,,,,,,,,,,,,,,,,,,,
1991,6,22,,,,,,187,,,,,,,,,,,,,,
1991,6,23,,,,,,189,,,,,,,,,,,,,,
1991,6,24,,,,,,173,,,,,,,,,,,,,,
1991,6,24,,,,,,,,,,,,,,,,,,,,
1991,6,24,,,,,,169,,,,,,,,,,,,,,
1991,6,25,,,,,,127,,,,,,,,,,,,,,
1991,6,26,,,,,,125,,,,,,,,,,,,,,
1991,6,27,,,,,,133,,,,,,,,,,,,,,
1991,6,28,,,,,,159,,,,,,,,,,,,,,
1991,6,28,,,,,,,,,,,,,,,,,,,,
1991,6,29,,,,,,124,,,,,,,,,,,,,,
1991,6,30,,,,,,127,,,,,,,,,,,,,,
1991,7,1,,,,,,138,,,,,,,,,,,,,,
1991,7,1,,,,,,141,,,,,,,,,,,,,,
1991,7,2,,,,,,,,,,,,,,,,,,,,
1991,7,2,,,,,,91,,,,,,,,,,,,,,
1991,7,3,,,,,,131,,,,,,,,,,,,,,
1991,7,4,,,,,,130,,,,,,,,,,,,,,
1991,7,5,,,,,,172,,,,,,,,,,,,,,
1991,7,5,,,,,,,,,,,,,,,,,,,,
1991,7,6,,,,,,150,,,,,,,,,,,,,,
1991,7,7,,,,,,184,,,,,,,,,,,,,,
1991,7,8,,,,,,179,,,,,,,,,,,,,,
1991,7,8,,,,,,,,,,,,,,,,,,,,
1991,7,8,,,,,,178,,,,,,,,,,,,,,
1991,7,9,,,,,,205,,,,,,,,,,,,,,
1991,7,10,,,,,,224,,,,,,,,,,,,,,
1991,7,11,,,,,,188,,,,,,,,,,,,,,
1991,7,12,,,,,,196,,,,,,,,,,,,,,
1991,7,12,,,,,,,,,,,,,,,,,,,,
1991,7,13,,,,,,194,,,,,,,,,,,,,,
1991,7,14,,,,,,178,,,,,,,,,,,,,,
1991,7,15,,,,,,141,,,,,,,,,,,,,,
1991,7,15,,,,,,,,,,,,,,,,,,,,
1991,7,15,,,,,,127,,,,,,,,,,,,,,
1991,7,16,,,,,,133,,,,,,,,,,,,,,
1991,7,17,,,,,,171,,,,,,,,,,,,,,
1991,7,18,,,,,,139,,,,,,,,,,,,,,
1991,7,19,,,,,,163,,,,,,,,,,,,,,
1991,7,19,,,,,,,,,,,,,,,,,,,,
1991,7,20,,,,,,142,,,,,,,,,,,,,,
1991,7,21,,,,,,170,,,,,,,,,,,,,,
1991,7,22,,,,,,151,,,,,,,,,,,,,,
1991,7,22,,,,,,,,,,,,,,,,,,,,
1991,7,22,,,,,,163,,,,,,,,,,,,,,
1991,7,23,,,,,,136,,,,,,,,,,,,,,
1991,7,24,,,,,,155,,,,,,,,,,,,,,
1991,7,25,,,,,,122,,,,,,,,,,,,,,
1991,7,26,,,,,,147,,,,,,,,,,,,,,
1991,7,26,,,,,,,,,,,,,,,,,,,,
1991,7,27,,,,,,164,,,,,,,,,,,,,,
1991,7,28,,,,,,159,,,,,,,,,,,,,,
1991,7,29,,,,,,,,,,,,,,,,,,,,
1991,7,29,,,,,,152,,,,,,,,,,,,,,
1991,7,30,,,,,,154,,,,,,,,,,,,,,
1991,7,31,,,,,,176,,,,,,,,,,,,,,
1991,8,1,,,,,,157,,,,,,,,,,,,,,
1991,8,2,,,,,,138,,,,,,,,,,,,,,
1991,8,2,,,,,,,,,,,,,,,,,,,,
1991,8,3,,,,,,162,,,,,,,,,,,,,,
1991,8,4,,,,,,141,,,,,,,,,,,,,,
1991,8,5,,,,,,157,,,,,,,,,,,,,,
1991,8,5,,,,,,,,,,,,,,,,,,,,
1991,8,5,,,,,,125,,,,,,,,,,,,,,
1991,8,6,,,,,,187,,,,,,,,,,,,,,
1991,8,7,,,,,,164,,,,,,,,,,,,,,
1991,8,8,,,,,,167,,,,,,,,,,,,,,
1991,8,9,,,,,,147,,,,,,,,,,,,,,
1991,8,9,,,,,,,,,,,,,,,,,,,,
1991,8,10,,,,,,126,,,,,,,,,,,,,,
1991,8,11,,,,,,137,,,,,,,,,,,,,,
1991,8,12,,,,,,164,,,,,,,,,,,,,,
1991,8,12,,,,,,,,,,,,,,,,,,,,
1991,8,12,,,,,,164,,,,,,,,,,,,,,
1991,8,13,,,,,,172,,,,,,,,,,,,,,
1991,8,14,,,,,,163,,,,,,,,,,,,,,
1991,8,15,,,,,,187,,,,,,,,,,,,,,
1991,8,16,,,,,,165,,,,,,,,,,,,,,
1991,8,17,,,,,,155,,,,,,,,,,,,,,
1991,8,17,,,,,,,,,,,,,,,,,,,,
1991,8,18,,,,,,159,,,,,,,,,,,,,,
1991,8,19,,,,,,178,,,,,,,,,,,,,,
1991,8,19,,,,,,,,,,,,,,,,,,,,
1991,8,20,,,,,,205,,,,,,,,,,,,,,
1991,8,20,,,,,,,,,,,,,,,,,,,,
1991,8,21,,,,,,209,,,,,,,,,,,,,,
1991,8,21,,,,,,,,,,,,,,,,,,,,
1991,8,22,,,,,,232,,,,,,,,,,,,,,
1991,8,22,,,,,,,,,,,,,,,,,,,,
1991,8,23,,,,,,224,,,,,,,,,,,,,,
1991,8,23,,,,,,,,,,,,,,,,,,,,
1991,8,24,,,,,,215,,,,,,,,,,,,,,
1991,8,25,,,,,,205,,,,,,,,,,,,,,
1991,8,26,,,,,,170,,,,,,,,,,,,,,
1991,8,26,,,,,,,,,,,,,,,,,,,,
1991,8,26,,,,,,107,,,,,,,,,,,,,,
1991,8,27,,,,,,99,,,,,,,,,,,,,,
1991,8,28,,,,,,106,,,,,,,,,,,,,,
1991,8,29,,,,,,105,,,,,,,,,,,,,,
1991,8,30,,,,,,120,,,,,,,,,,,,,,
1991,8,30,,,,,,,,,,,,,,,,,,,,
1991,8,31,,,,,,134,,,,,,,,,,,,,,
1991,9,1,,,,,,128,,,,,,,,,,,,,,
1991,9,2,,,,,,125,,,,,,,,,,,,,,
1991,9,2,,,,,,,,,,,,,,,,,,,,
1991,9,2,,,,,,154,,,,,,,,,,,,,,
1991,9,3,,,,,,149,,,,,,,,,,,,,,
1991,9,4,,,,,,142,,,,,,,,,,,,,,
1991,9,5,,,,,,149,,,,,,,,,,,,,,
1991,9,6,,,,,,144,,,,,,,,,,,,,,
1991,9,7,,,,,,139,,,,,,,,,,,,,,
1991,9,8,,,,,,119,,,,,,,,,,,,,,
1991,9,9,,,,,,107,,,,,,,,,,,,,,
1991,9,9,,,,,,112,,,,,,,,,,,,,,
1991,9,10,,,,,,111,,,,,,,,,,,,,,
1991,9,11,,,,,,142,,,,,,,,,,,,,,
1991,9,11,26.5,9,11000,,31,110,20,10,,,44000,110000,460,,,7,30,,39,708
1991,9,12,,,,,,103,,,,,,,,,,,,,,
1991,9,13,,,,,,126,,,,,,,,,,,,,,
1991,9,14,,,,,,108,,,,,,,,,,,,,,
1991,9,15,,,,,,129,,,,,,,,,,,,,,
1991,9,16,,,,,,133,,,,,,,,,,,,,,
1991,9,16,,,,,,,,,,,,,,,,,,,,
1991,9,16,,,,,,150,,,,,,,,,,,,,,
1991,9,17,,,,,,156,,,,,,,,,,,,,,
1991,9,18,21,8.6,,,,140,,,,,,,,,,,,,,
1991,9,18,,,,,,149,,,,,,,,,,,,,,
1991,9,19,,,,,,153,,,,,,,,,,,,,,
1991,9,20,,,,,,154,,,,,,,,,,,,,,
1991,9,21,,,,,,142,,,,,,,,,,,,,,
1991,9,22,,,,,,150,,,,,,,,,,,,,,
1991,9,23,,,,,,145,,,,,,,,,,,,,,
1991,9,24,,,,,,135,,,,,,,,,,,,,,
1991,9,25,,,,,,142,,,,,,,,,,,,,,
1991,9,26,,,,,,145,,,,,,,,,,,,,,
1991,9,27,,,,,,139,,,,,,,,,,,,,,
1991,9,28,,,,,,146,,,,,,,,,,,,,,
1991,9,29,,,,,,141,,,,,,,,,,,,,,
1991,9,30,,,,,,131,,,,,,,,,,,,,,
1991,9,30,,,,,,,,,,,,,,,,,,,,
1991,9,30,,,,,,152,,,,,,,,,,,,,,
1991,10,1,,,,,,154,,,,,,,,,,,,,,
1991,10,2,,,,,,161,,,,,,,,,,,,,,
1991,10,3,,,,,,139,,,,,,,,,,,,,,
1991,10,4,,,,,,156,,,,,,,,,,,,,,
1991,10,5,,,,,,155,,,,,,,,,,,,,,
1991,10,6,,,,,,154,,,,,,,,,,,,,,
1991,10,7,,,,,,144,,,,,,,,,,,,,,
1991,10,7,,,,,,146,,,,,,,,,,,,,,
1991,10,8,,,,,,144,,,,,,,,,,,,,,
1991,10,9,,,,,,196,,,,,,,,,,,,,,
1991,10,10,,,,,,173,,,,,,,,,,,,,,
1991,10,11,,,,,,160,,,,,,,,,,,,,,
1991,10,12,,,,,,159,,,,,,,,,,,,,,
1991,10,13,,,,,,149,,,,,,,,,,,,,,
1991,10,14,,,,,,150,,,,,,,,,,,,,,
1991,10,14,,,,,,,,,,,,,,,,,,,,
1991,10,14,,,,,,138,,,,,,,,,,,,,,
1991,10,15,,,,,,153,,,,,,,,,,,,,,
1991,10,16,,,,,,139,,,,,,,,,,,,,,
1991,10,17,,,,,,143,,,,,,,,,,,,,,
1991,10,18,,,,,,132,,,,,,,,,,,,,,
1991,10,19,,,,,,141,,,,,,,,,,,,,,
1991,10,20,,,,,,130,,,,,,,,,,,,,,
1991,10,21,,,,,,119,,,,,,,,,,,,,,
1991,10,21,,,,,,120,,,,,,,,,,,,,,
1991,10,22,,,,,,114,,,,,,,,,,,,,,
1991,10,23,,,,,,113,,,,,,,,,,,,,,
1991,10,24,,,,,,106,,,,,,,,,,,,,,
1991,10,25,,,,,,109,,,,,,,,,,,,,,
1991,10,26,,,,,,127,,,,,,,,,,,,,,
1991,10,26,,,,,,347,,,,,,,,,,,,,,
1991,10,26,,,,,,464,,,,,,,,,,,,,,
1991,10,27,,,,,,441,,,,,,,,,,,,,,
1991,10,27,,,,,,458,,,,,,,,,,,,,,
1991,10,27,,,,,,550,,,,,,,,,,,,,,
1991,10,28,,,,,,614,,,,,,,,,,,,,,
1991,10,28,,,,,,589,,,,,,,,,,,,,,
1991,10,28,,,,,,,,,,,,,,,,,,,,
1991,10,28,,,,,,576,,,,,,,,,,,,,,
1991,10,29,,,,,,546,,,,,,,,,,,,,,
1991,10,29,,,,,,520,,,,,,,,,,,,,,
1991,10,29,,,,,,491,,,,,,,,,,,,,,
1991,10,30,,,,,,444,,,,,,,,,,,,,,
1991,10,30,,,,,,384,,,,,,,,,,,,,,
1991,10,30,,,,,,351,,,,,,,,,,,,,,
1991,10,31,,,,,,328,,,,,,,,,,,,,,
1991,10,31,,,,,,291,,,,,,,,,,,,,,
1991,11,1,,,,,,296,,,,,,,,,,,,,,
1991,11,2,,,,,,245,,,,,,,,,,,,,,
1991,11,3,,,,,,221,,,,,,,,,,,,,,
1991,11,4,,,,,,202,,,,,,,,,,,,,,
1991,11,4,,,,,,195,,,,,,,,,,,,,,
1991,11,5,,,,,,190,,,,,,,,,,,,,,
1991,11,6,,,,,,187,,,,,,,,,,,,,,
1991,11,7,,,,,,179,,,,,,,,,,,,,,
1991,11,8,,,,,,172,,,,,,,,,,,,,,
1991,11,9,,,,,,170,,,,,,,,,,,,,,
1991,11,10,,,,,,168,,,,,,,,,,,,,,
1991,11,11,,,,,,162,,,,,,,,,,,,,,
1991,11,11,,,,,,,,,,,,,,,,,,,,
1991,11,11,,,,,,155,,,,,,,,,,,,,,
1991,11,12,,,,,,158,,,,,,,,,,,,,,
1991,11,13,,,,,,159,,,,,,,,,,,,,,
1991,11,14,,,,,,156,,,,,,,,,,,,,,
1991,11,15,,,,,,182,,,,,,,,,,,,,,
1991,11,16,,,,,,160,,,,,,,,,,,,,,
1991,11,17,,,,,,150,,,,,,,,,,,,,,
1991,11,18,,,,,,143,,,,,,,,,,,,,,
1991,11,18,,,,,,142,,,,,,,,,,,,,,
1991,11,19,,,,,,153,,,,,,,,,,,,,,
1991,11,20,,,,,,195,,,,,,,,,,,,,,
1991,11,21,,,,,,345,,,,,,,,,,,,,,
1991,11,21,,,,,,360,,,,,,,,,,,,,,
1991,11,21,,,,,,427,,,,,,,,,,,,,,
1991,11,22,,,,,,543,,,,,,,,,,,,,,
1991,11,22,,,,,,543,,,,,,,,,,,,,,
1991,11,22,,,,,,545,,,,,,,,,,,,,,
1991,11,23,,,,,,489,,,,,,,,,,,,,,
1991,11,24,,,,,,392,,,,,,,,,,,,,,
1991,11,25,,,,,,337,,,,,,,,,,,,,,
1991,11,25,,,,,,,,,,,,,,,,,,,,
1991,11,25,,,,,,308,,,,,,,,,,,,,,
1991,11,26,,,,,,286,,,,,,,,,,,,,,
1991,11,27,,,,,,281,,,,,,,,,,,,,,
1991,11,28,,,,,,240,,,,,,,,,,,,,,
1991,11,29,,,,,,223,,,,,,,,,,,,,,
1991,11,30,,,,,,261,,,,,,,,,,,,,,
1991,12,1,,,,,,203,,,,,,,,,,,,,,
1991,12,2,,,,,,198,,,,,,,,,,,,,,
1991,12,2,,,,,,,,,,,,,,,,,,,,
1991,12,3,,,,,,,,,,,,,,,,,,,,
1991,12,4,,,,,,,,,,,,,,,,,,,,
1991,12,5,,,,,,,,,,,,,,,,,,,,
1991,12,6,,,,,,,,,,,,,,,,,,,,
1991,12,7,,,,,,,,,,,,,,,,,,,,
1991,12,8,,,,,,,,,,,,,,,,,,,,
1991,12,9,,,,,,,,,,,,,,,,,,,,
1991,12,9,,,,,,,,,,,,,,,,,,,,
1991,12,9,,,,,,140,,,,,,,,,,,,,,
1991,12,10,3.6,8.2,12000,,215,190,100,70,,,76000,74000,7700,,,37,40,,180,28600
1991,12,10,,,,,,144,,,,,,,,,,,,,,
1991,12,11,,,,,,141,,,,,,,,,,,,,,
1991,12,12,,,,,,140,,,,,,,,,,,,,,
1991,12,13,,,,,,170,,,,,,,,,,,,,,
1991,12,14,,,,,,201,,,,,,,,,,,,,,
1991,12,15,,,,,,186,,,,,,,,,,,,,,
1991,12,16,,,,,,214,,,,,,,,,,,,,,
1991,12,16,,,,,,200,,,,,,,,,,,,,,
1991,12,17,,,,,,204,,,,,,,,,,,,,,
1991,12,18,,,,,,195,,,,,,,,,,,,,,
1991,12,19,,,,,,186,,,,,,,,,,,,,,
1991,12,20,,,,,,175,,,,,,,,,,,,,,
1991,12,21,,,,,,169,,,,,,,,,,,,,,
1991,12,22,,,,,,169,,,,,,,,,,,,,,
1991,12,23,,,,,,165,,,,,,,,,,,,,,
1991,12,24,,,,,,160,,,,,,,,,,,,,,
1991,12,25,,,,,,149,,,,,,,,,,,,,,
1991,12,26,,,,,,144,,,,,,,,,,,,,,
1991,12,27,,,,,,141,,,,,,,,,,,,,,
1991,12,28,,,,,,134,,,,,,,,,,,,,,
1991,12,29,,,,,,131,,,,,,,,,,,,,,
1991,12,30,,,,,,122,,,,,,,,,,,,,,
1991,12,31,,,,,,111,,,,,,,,,,,,,,
1992,1,1,,,,,,112,,,,,,,,,,,,,,
1992,1,2,,,,,,109,,,,,,,,,,,,,,
1992,1,3,,,,,,111,,,,,,,,,,,,,,
1992,1,4,,,,,,115,,,,,,,,,,,,,,
1992,1,5,,,,,,105,,,,,,,,,,,,,,
1992,1,6,,,,,,,,,,,,,,,,,,,,
1992,1,6,,,,,,111,,,,,,,,,,,,,,
1992,1,7,,,,,,111,,,,,,,,,,,,,,
1992,1,8,,,,,,98,,,,,,,,,,,,,,
1992,1,9,,,,,,107,,,,,,,,,,,,,,
1992,1,10,,,,,,115,,,,,,,,,,,,,,
1992,1,11,,,,,,117,,,,,,,,,,,,,,
1992,1,12,,,,,,114,,,,,,,,,,,,,,
1992,1,13,,,,,,108,,,,,,,,,,,,,,
1992,1,13,,,,,,104,,,,,,,,,,,,,,
1992,1,14,,,,,,141,,,,,,,,,,,,,,
1992,1,15,,,,,,225,,,,,,,,,,,,,,
1992,1,16,,,,,,142,,,,,,,,,,,,,,
1992,1,17,,,,,,123,,,,,,,,,,,,,,
1992,1,18,,,,,,116,,,,,,,,,,,,,,
1992,1,19,,,,,,110,,,,,,,,,,,,,,
1992,1,20,,,,,,,,,,,,,,,,,,,,
1992,1,20,,,,,,103,,,,,,,,,,,,,,
1992,1,21,,,,,,103,,,,,,,,,,,,,,
1992,1,22,,,,,,107,,,,,,,,,,,,,,
1992,1,23,,,,,,138,,,,,,,,,,,,,,
1992,1,24,,,,,,136,,,,,,,,,,,,,,
1992,1,25,,,,,,144,,,,,,,,,,,,,,
1992,1,26,,,,,,140,,,,,,,,,,,,,,
1992,1,27,,,,,,140,,,,,,,,,,,,,,
1992,1,27,,,,,,153,,,,,,,,,,,,,,
1992,1,28,,,,,,161,,,,,,,,,,,,,,
1992,1,29,,,,,,161,,,,,,,,,,,,,,
1992,1,30,,,,,,150,,,,,,,,,,,,,,
1992,1,31,,,,,,148,,,,,,,,,,,,,,
1992,2,1,,,,,,144,,,,,,,,,,,,,,
1992,2,2,,,,,,136,,,,,,,,,,,,,,
1992,2,3,,,,,,132,,,,,,,,,,,,,,
1992,2,3,,,,,,,,,,,,,,,,,,,,
1992,2,3,,,,,,133,,,,,,,,,,,,,,
1992,2,4,,,,,,122,,,,,,,,,,,,,,
1992,2,5,,,,,,168,,,,,,,,,,,,,,
1992,2,6,,,,,,161,,,,,,,,,,,,,,
1992,2,7,,,,,,142,,,,,,,,,,,,,,
1992,2,8,,,,,,134,,,,,,,,,,,,,,
1992,2,9,,,,,,130,,,,,,,,,,,,,,
1992,2,10,,,,,,131,,,,,,,,,,,,,,
1992,2,10,,,,,,116,,,,,,,,,,,,,,
1992,2,11,,,,,,109,,,,,,,,,,,,,,
1992,2,12,,,,,,104,,,,,,,,,,,,,,
1992,2,13,,,,,,97,,,,,,,,,,,,,,
1992,2,14,,,,,,98,,,,,,,,,,,,,,
1992,2,15,,,,,,135,,,,,,,,,,,,,,
1992,2,15,,,,,,470,,,,,,,,,,,,,,
1992,2,16,,,,,,549,,,,,,,,,,,,,,
1992,2,16,,,,,,631,,,,,,,,,,,,,,
1992,2,17,,,,,,,,,,,,,,,,,,,,
1992,2,24,,,,,,247,,,,,,,,,,,,,,
1992,2,25,,,,,,233,,,,,,,,,,,,,,
1992,2,25,,,,,,214,,,,,,,,,,,,,,
1992,2,25,,,,,,206,,,,,,,,,,,,,,
1992,2,26,,,,,,188,,,,,,,,,,,,,,
1992,2,27,,,,,,189,,,,,,,,,,,,,,
1992,2,28,,,,,,184,,,,,,,,,,,,,,
1992,3,2,,,,,,,,,,,,,,,,,,,,
1992,3,2,,,,,,157,,,,,,,,,,,,,,
1992,3,3,7.5,8.5,12000,,123,120,60,40,,,84000,81000,6000,,,4,10,,77,35200
1992,3,3,,,,,,148,,,,,,,,,,,,,,
1992,3,4,,,,,,139,,,,,,,,,,,,,,
1992,3,5,,,,,,144,,,,,,,,,,,,,,
1992,3,6,,,,,,129,,,,,,,,,,,,,,
1992,3,7,,,,,,204,,,,,,,,,,,,,,
1992,3,8,,,,,,328,,,,,,,,,,,,,,
1992,3,8,,,,,,333,,,,,,,,,,,,,,
1992,3,8,,,,,,341,,,,,,,,,,,,,,
1992,3,9,,,,,,311,,,,,,,,,,,,,,
1992,3,9,,,,,,251,,,,,,,,,,,,,,
1992,3,9,,,,,,228,,,,,,,,,,,,,,
1992,3,10,,,,,,220,,,,,,,,,,,,,,
1992,3,10,,,,,,250,,,,,,,,,,,,,,
1992,3,10,,,,,,419,,,,,,,,,,,,,,
1992,3,16,,,,,,217,,,,,,,,,,,,,,
1992,3,17,,,,,,190,,,,,,,,,,,,,,
1992,3,18,,,,,,188,,,,,,,,,,,,,,
1992,3,19,,,,,,160,,,,,,,,,,,,,,
1992,3,20,,,,,,192,,,,,,,,,,,,,,
1992,3,21,,,,,,230,,,,,,,,,,,,,,
1992,3,22,,,,,,254,,,,,,,,,,,,,,
1992,3,23,,,,,,326,,,,,,,,,,,,,,
1992,3,23,,,,,,320,,,,,,,,,,,,,,
1992,3,24,,,,,,339,,,,,,,,,,,,,,
1992,3,24,,,,,,664,,,,,,,,,,,,,,
1992,3,25,,,,,,310,,,,,,,,,,,,,,
1992,3,26,,,,,,259,,,,,,,,,,,,,,
1992,3,27,,,,,,235,,,,,,,,,,,,,,
1992,3,28,,,,,,211,,,,,,,,,,,,,,
1992,3,29,,,,,,196,,,,,,,,,,,,,,
1992,3,30,,,,,,176,,,,,,,,,,,,,,
1992,3,30,,,,,,,,,,,,,,,,,,,,
1992,3,30,,,,,,158,,,,,,,,,,,,,,
1992,3,31,,,,,,181,,,,,,,,,,,,,,
1992,4,1,,,,,,143,,,,,,,,,,,,,,
1992,4,2,,,,,,153,,,,,,,,,,,,,,
1992,4,3,,,,,,127,,,,,,,,,,,,,,
1992,4,4,,,,,,120,,,,,,,,,,,,,,
1992,4,5,,,,,,118,,,,,,,,,,,,,,
1992,4,6,,,,,,112,,,,,,,,,,,,,,
1992,4,6,,,,,,117,,,,,,,,,,,,,,
1992,4,7,,,,,,133,,,,,,,,,,,,,,
1992,4,8,,,,,,136,,,,,,,,,,,,,,
1992,4,9,,,,,,128,,,,,,,,,,,,,,
1992,4,10,,,,,,118,,,,,,,,,,,,,,
1992,4,11,,,,,,197,,,,,,,,,,,,,,
1992,4,12,,,,,,142,,,,,,,,,,,,,,
1992,4,13,,,,,,114,,,,,,,,,,,,,,
1992,4,13,,,,,,,,,,,,,,,,,,,,
1992,4,13,,,,,,199,,,,,,,,,,,,,,
1992,4,14,,,,,,116,,,,,,,,,,,,,,
1992,4,15,,,,,,120,,,,,,,,,,,,,,
1992,4,16,,,,,,150,,,,,,,,,,,,,,
1992,4,17,,,,,,178,,,,,,,,,,,,,,
1992,4,18,,,,,,554,,,,,,,,,,,,,,
1992,4,18,,,,,,532,,,,,,,,,,,,,,
1992,4,18,,,,,,1080,,,,,,,,,,,,,,
1992,4,19,,,,,,469,,,,,,,,,,,,,,
1992,4,19,,,,,,294,,,,,,,,,,,,,,
1992,4,19,,,,,,977,,,,,,,,,,,,,,
1992,4,20,,,,,,660,,,,,,,,,,,,,,
1992,4,20,,,,,,957,,,,,,,,,,,,,,
1992,4,20,,,,,,,,,,,,,,,,,,,,
1992,4,20,,,,,,980,,,,,,,,,,,,,,
1992,4,21,,,,,,952,,,,,,,,,,,,,,
